ID,adj.P.Val,P.Value,t,B,logFC,Gene,Gene.title
204802_at,0.011349,4.96E-05,-4.5270447,1.91573,-1.94,RRAD,"RRAD, Ras related glycolysis inhibitor and calcium channel regulator"
227584_at,0.011349,4.98E-05,4.5257173,1.91193,4.67E-01,NAV1,neuron navigator 1
217784_at,0.01147,5.06E-05,4.5210664,1.89861,3.20E-01,YKT6,YKT6 v-SNARE homolog (S. cerevisiae)
200979_at,0.011611,5.15E-05,4.5153599,1.88228,6.41E-01,PDHA1,pyruvate dehydrogenase (lipoamide) alpha 1
201468_s_at,0.011611,5.16E-05,-4.514571,1.88002,-1.44,NQO1,NAD(P)H quinone dehydrogenase 1
204594_s_at,0.011635,5.21E-05,4.5115146,1.87127,3.86E-01,MIEF1,mitochondrial elongation factor 1
210519_s_at,0.011635,5.23E-05,-4.5104962,1.86836,-1.71,NQO1,NAD(P)H quinone dehydrogenase 1
228168_at,0.011635,5.24E-05,4.51002,1.86699,7.18E-01,ATP5G3,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)"
232232_s_at,0.011688,5.32E-05,-4.505129,1.853,-1.04,SLC22A16,solute carrier family 22 member 16
235848_x_at,0.011688,5.37E-05,4.501912,1.8438,1.18,,
212531_at,0.011688,5.39E-05,-4.5008482,1.84076,-2.37,LCN2,lipocalin 2
211657_at,0.011688,5.40E-05,-4.5001192,1.83867,-2.45,CEACAM6,carcinoembryonic antigen related cell adhesion molecule 6
1555826_at,0.011688,5.40E-05,4.5000972,1.83861,8.71E-01,BIRC5,baculoviral IAP repeat containing 5
230263_s_at,0.011688,5.40E-05,-4.500003,1.83834,-1.15,DOCK5,dedicator of cytokinesis 5
235566_at,0.011688,5.41E-05,-4.49971,1.8375,-4.96E-01,TMF1,TATA element modulatory factor 1
1568873_at,0.01169,5.43E-05,4.4983964,1.83375,6.57E-01,ZNF519,zinc finger protein 519
201925_s_at,0.011849,5.54E-05,-4.4920015,1.81547,-1.55,CD55,CD55 molecule (Cromer blood group)
241538_at,0.011849,5.57E-05,-4.4904534,1.81104,-6.18E-01,,
236407_at,0.011849,5.57E-05,-4.4903877,1.81086,-1.99,KCNE1,potassium voltage-gated channel subfamily E regulatory subunit 1
203021_at,0.011849,5.62E-05,-4.4874761,1.80254,-2.2,SLPI,secretory leukocyte peptidase inhibitor
221042_s_at,0.011849,5.64E-05,-4.4865064,1.79977,-1.07,CLMN,calmin
212771_at,0.011849,5.64E-05,4.4864573,1.79963,6.19E-01,FAM171A1,family with sequence similarity 171 member A1
204589_at,0.011849,5.66E-05,4.4855101,1.79692,8.29E-01,NUAK1,NUAK family kinase 1
208476_s_at,0.011873,5.69E-05,4.4834137,1.79093,8.19E-01,FRMD4A,FERM domain containing 4A
202052_s_at,0.011873,5.71E-05,4.4824512,1.78818,1.23,RAI14,retinoic acid induced 14
219300_s_at,0.011875,5.73E-05,4.4811729,1.78453,1.22,CNTNAP2,contactin associated protein-like 2
224901_at,0.011879,5.78E-05,4.478805,1.77777,1.18,SCD5,stearoyl-CoA desaturase 5
228920_at,0.011879,5.79E-05,4.4782426,1.77616,7.89E-01,ZNF260,zinc finger protein 260
1553528_a_at,0.011879,5.80E-05,4.4774849,1.774,6.14E-01,TAF5,TATA-box binding protein associated factor 5
213652_at,0.011898,5.84E-05,-4.4754317,1.76814,-6.97E-01,PCSK5,proprotein convertase subtilisin/kexin type 5
231133_at,0.011898,5.86E-05,-4.4742106,1.76465,-1.14,DRC1,dynein regulatory complex subunit 1
225166_at,0.011898,5.88E-05,-4.4734471,1.76247,-1.29,ARHGAP18,Rho GTPase activating protein 18
212422_at,0.012079,6.00E-05,4.4668207,1.74356,4.89E-01,PDCD11,programmed cell death 11
226908_at,0.012079,6.01E-05,4.4662942,1.74206,1.08,LRIG3,leucine rich repeats and immunoglobulin like domains 3
240304_s_at,0.012096,6.05E-05,-4.4640484,1.73565,-2.4,TMC5,transmembrane channel like 5
205980_s_at,0.012096,6.06E-05,4.4635267,1.73417,1.1,PRR5-ARHGAP8///ARHGAP8,PRR5-ARHGAP8 readthrough///Rho GTPase activating protein 8
200620_at,0.012129,6.10E-05,-4.4615172,1.72844,-5.69E-01,TMEM59,transmembrane protein 59
45288_at,0.012324,6.27E-05,-4.4525991,1.70301,-8.48E-01,ABHD6,abhydrolase domain containing 6
202726_at,0.012324,6.28E-05,4.4523888,1.70241,5.19E-01,LIG1,DNA ligase 1
210001_s_at,0.012324,6.32E-05,4.450311,1.69649,1.21,SOCS1,suppressor of cytokine signaling 1
226622_at,0.012324,6.36E-05,-4.4482256,1.69054,-1.6,MUC20,"mucin 20, cell surface associated"
218038_at,0.012324,6.39E-05,4.4469792,1.68699,2.98E-01,ATP5SL,ATP5S like
235004_at,0.012324,6.39E-05,-4.4466781,1.68613,-1.58,RBM24,RNA binding motif protein 24
227742_at,0.012324,6.39E-05,-4.4465882,1.68588,-1.89,CLIC6,chloride intracellular channel 6
225263_at,0.012324,6.40E-05,4.4464374,1.68545,5.88E-01,HS6ST1,heparan sulfate 6-O-sulfotransferase 1
224772_at,0.012324,6.41E-05,4.4457211,1.68341,6.90E-01,NAV1,neuron navigator 1
204766_s_at,0.012324,6.42E-05,4.4450803,1.68158,8.03E-01,NUDT1,nudix hydrolase 1
209719_x_at,0.012362,6.47E-05,-4.4427098,1.67483,-2.23,SERPINB3,serpin family B member 3
243023_at,0.012362,6.51E-05,4.4407759,1.66932,8.35E-01,,
211984_at,0.012362,6.52E-05,-4.4401673,1.66759,-7.98E-01,CALM3///CALM2///CALM1,calmodulin 3///calmodulin 2///calmodulin 1
203092_at,0.012362,6.55E-05,4.4390498,1.6644,4.44E-01,TIMM44,translocase of inner mitochondrial membrane 44
1556300_s_at,0.012362,6.56E-05,4.4385831,1.66308,1.07,SIM1,single-minded family bHLH transcription factor 1
232984_at,0.012549,6.68E-05,-4.4327098,1.64635,-1.3,LOC101930373///HYDIN2///HYDIN,"hydrocephalus-inducing protein homolog///HYDIN2, axonemal central pair apparatus protein (pseudogene)///HYDIN, axonemal central pair apparatus protein"
222237_s_at,0.012615,6.75E-05,4.4291489,1.63622,8.75E-01,ZNF112,zinc finger protein 112
224517_at,0.012615,6.77E-05,4.4282201,1.63358,5.69E-01,POLR2J4,"RNA polymerase II subunit J4, pseudogene"
1555950_a_at,0.012615,6.80E-05,-4.4271002,1.63039,-1.2,CD55,CD55 molecule (Cromer blood group)
227081_at,0.012615,6.81E-05,-4.4264856,1.62864,-1.79,DNALI1,dynein axonemal light intermediate chain 1
218827_s_at,0.012615,6.83E-05,4.425627,1.6262,8.35E-01,CEP192,centrosomal protein 192
229933_at,0.012625,6.86E-05,4.4242924,1.6224,4.70E-01,C1orf74,chromosome 1 open reading frame 74
239477_at,0.012632,6.88E-05,-4.4230623,1.6189,-2.37,EFHB,EF-hand domain family member B
232398_at,0.012641,6.91E-05,4.4217571,1.61519,9.75E-01,CCDC150,coiled-coil domain containing 150
230689_at,0.012673,6.95E-05,-4.4198779,1.60985,-8.45E-01,,
223849_s_at,0.012712,7.05E-05,4.4155102,1.59743,5.69E-01,MOV10,Mov10 RISC complex RNA helicase
208475_at,0.012712,7.05E-05,4.4154796,1.59734,6.84E-01,FRMD4A,FERM domain containing 4A
228971_at,0.012712,7.05E-05,4.4154212,1.59717,7.23E-01,SLC25A3,solute carrier family 25 member 3
217884_at,0.012712,7.07E-05,4.4146873,1.59509,4.57E-01,NAT10,N-acetyltransferase 10
237654_at,0.012727,7.11E-05,-4.413024,1.59036,-7.39E-01,PPP1R36,protein phosphatase 1 regulatory subunit 36
218097_s_at,0.012727,7.12E-05,4.4122209,1.58808,5.18E-01,CUEDC2,CUE domain containing 2
222700_at,0.01273,7.16E-05,4.4106948,1.58374,1.01,ATL2,atlastin GTPase 2
201926_s_at,0.01273,7.19E-05,-4.4090937,1.57919,-1.34,CD55,CD55 molecule (Cromer blood group)
218064_s_at,0.01273,7.21E-05,4.4085225,1.57756,6.17E-01,AKAP8L,A-kinase anchoring protein 8 like
201884_at,0.01273,7.22E-05,-4.4080253,1.57615,-2.11,CEACAM5,carcinoembryonic antigen related cell adhesion molecule 5
240143_at,0.012788,7.28E-05,4.4054538,1.56885,9.11E-01,,
208902_s_at,0.012788,7.30E-05,4.4045129,1.56617,2.81E-01,RPS28,ribosomal protein S28
221506_s_at,0.012814,7.34E-05,4.4028423,1.56143,4.19E-01,TNPO2,transportin 2
205290_s_at,0.012905,7.41E-05,4.3995806,1.55216,9.85E-01,BMP2,bone morphogenetic protein 2
226492_at,0.012949,7.47E-05,4.3971113,1.54515,1.47,SEMA6D,semaphorin 6D
235223_at,0.012949,7.49E-05,4.3960863,1.54224,4.48E-01,RRP36,ribosomal RNA processing 36
233413_at,0.012949,7.51E-05,4.3954743,1.5405,1.31,,
225244_at,0.012961,7.56E-05,4.3933845,1.53457,3.78E-01,SNAP47,synaptosome associated protein 47
225728_at,0.012961,7.57E-05,-4.3927148,1.53267,-1.62,SORBS2,sorbin and SH3 domain containing 2
227256_at,0.012961,7.60E-05,4.3914254,1.52901,1.16,USP31,ubiquitin specific peptidase 31
231077_at,0.012961,7.61E-05,-4.391159,1.52825,-1.62,CFAP126,cilia and flagella associated protein 126
203675_at,0.012999,7.68E-05,-4.3884077,1.52045,-1.14,NUCB2,nucleobindin 2
231044_at,0.012999,7.68E-05,-4.388257,1.52002,-9.37E-01,C1orf194,chromosome 1 open reading frame 194
223091_x_at,0.013107,7.77E-05,4.3846232,1.50971,5.24E-01,MFF,mitochondrial fission factor
209778_at,0.013215,7.86E-05,-4.381022,1.4995,-4.69E-01,TRIP11,thyroid hormone receptor interactor 11
231016_s_at,0.013337,7.95E-05,-4.3771196,1.48843,-4.01E-01,ARNT,aryl hydrocarbon receptor nuclear translocator
220173_at,0.01335,8.01E-05,-4.3748936,1.48212,-1.19,BBOF1,basal body orientation factor 1
221538_s_at,0.01335,8.01E-05,4.3748402,1.48197,7.62E-01,PLXNA1,plexin A1
226224_at,0.013371,8.05E-05,4.3733609,1.47778,4.30E-01,FOXK2,forkhead box K2
1556425_a_at,0.013441,8.13E-05,4.3699603,1.46814,5.46E-01,LOC284219,uncharacterized LOC284219
243395_at,0.013441,8.14E-05,-4.3697666,1.46759,-8.00E-01,,
202708_s_at,0.013448,8.17E-05,-4.3686345,1.46438,-9.00E-01,HIST2H2BE,"histone cluster 2, H2be"
221139_s_at,0.013549,8.25E-05,4.3652898,1.45491,7.23E-01,CSAD,cysteine sulfinic acid decarboxylase
1552794_a_at,0.013592,8.30E-05,4.363309,1.44929,4.93E-01,ZNF547,zinc finger protein 547
205003_at,0.013621,8.35E-05,4.3616851,1.4447,1.09,DOCK4,dedicator of cytokinesis 4
203677_s_at,0.013643,8.38E-05,4.360203,1.4405,3.60E-01,TARBP2,"TARBP2, RISC loading complex RNA binding subunit"
229991_s_at,0.013752,8.48E-05,-4.3567143,1.43062,-2.82E-01,SYTL4,synaptotagmin like 4
203737_s_at,0.013839,8.56E-05,4.3537499,1.42223,4.52E-01,PPRC1,"peroxisome proliferator-activated receptor gamma, coactivator-related 1"
205186_at,0.013874,8.60E-05,-4.3519948,1.41726,-1.79,DNALI1,dynein axonemal light intermediate chain 1
213220_at,0.013877,8.64E-05,-4.3504481,1.41289,-6.08E-01,BBIP1,BBSome interacting protein 1
208944_at,0.013877,8.66E-05,-4.3500453,1.41175,-8.51E-01,TGFBR2,transforming growth factor beta receptor 2
238689_at,0.013907,8.70E-05,-4.3484197,1.40715,-1.06,ADGRF1,adhesion G protein-coupled receptor F1
209295_at,0.014062,8.83E-05,4.3437772,1.39401,7.54E-01,TNFRSF10B,TNF receptor superfamily member 10b
222904_s_at,0.014062,8.85E-05,-4.3430022,1.39182,-1.98,TMC5,transmembrane channel like 5
223354_x_at,0.014173,8.94E-05,4.3395646,1.3821,6.44E-01,MFF,mitochondrial fission factor
220168_at,0.014203,9.01E-05,-4.3372302,1.3755,-1.89,CASC1,cancer susceptibility candidate 1
232244_at,0.014203,9.01E-05,-4.3370343,1.37495,-3.01E-01,KIAA1161,KIAA1161
221203_s_at,0.014215,9.06E-05,4.335361,1.37022,5.73E-01,YEATS2,YEATS domain containing 2
236710_at,0.014215,9.07E-05,-4.3349398,1.36903,-1.18,C1orf87,chromosome 1 open reading frame 87
218802_at,0.014347,9.21E-05,-4.3301606,1.35552,-7.08E-01,MCUB,mitochondrial calcium uniporter dominant negative beta subunit
232000_at,0.014347,9.21E-05,-4.3301397,1.35547,-6.49E-01,TTC39B,tetratricopeptide repeat domain 39B
1556158_at,0.014535,9.40E-05,-4.3236482,1.33713,-2.01,SAXO2,stabilizer of axonemal microtubules 2
208149_x_at,0.014535,9.40E-05,4.3236311,1.33708,4.85E-01,DDX11,DEAD/H-box helicase 11
209153_s_at,0.014535,9.41E-05,4.323248,1.336,6.97E-01,TCF3,transcription factor 3
213552_at,0.014684,9.53E-05,4.3190622,1.32418,1.05,GLCE,glucuronic acid epimerase
230740_at,0.014875,9.70E-05,-4.313537,1.30859,-4.66E-01,EHD3,EH domain containing 3
1556711_at,0.014875,9.78E-05,-4.3110313,1.30152,-1.63,FAM216B,family with sequence similarity 216 member B
227604_at,0.014875,9.81E-05,4.3098622,1.29822,3.04E-01,TMEM185B,transmembrane protein 185B
230763_at,0.014875,9.81E-05,-4.3098224,1.29811,-1.45,SPATA17,spermatogenesis associated 17
228401_at,0.014875,9.82E-05,4.3097128,1.2978,1.06,ATAD2,"ATPase family, AAA domain containing 2"
214204_at,0.014875,9.82E-05,-4.3095625,1.29738,-1.48,PACRG,PARK2 coregulated
203931_s_at,0.014909,9.87E-05,4.3078965,1.29268,7.12E-01,MRPL12,mitochondrial ribosomal protein L12
239098_at,0.014909,9.90E-05,-4.3070462,1.29028,-9.42E-01,KCNRG,potassium channel regulator
227350_at,0.014925,9.94E-05,4.3058234,1.28683,1.22,HELLS,"helicase, lymphoid-specific"
201300_s_at,0.014985,1.00E-04,4.3028775,1.27852,5.87E-01,PRNP,prion protein
225927_at,0.014985,1.00E-04,-4.302778,1.27824,-7.31E-01,MAP3K1,mitogen-activated protein kinase kinase kinase 1
202720_at,0.014987,1.01E-04,-4.3018538,1.27564,-3.86E-01,TES,testin LIM domain protein
202027_at,0.015,1.01E-04,4.3005193,1.27188,4.54E-01,TMEM184B,transmembrane protein 184B
232357_at,0.015,1.01E-04,-4.2998372,1.26995,-5.73E-01,TTLL9,tubulin tyrosine ligase like 9
1552365_at,0.015061,1.02E-04,-4.2976706,1.26385,-1.66,SCIN,scinderin
201326_at,0.015088,1.03E-04,4.2954935,1.25771,8.02E-01,CCT6A,chaperonin containing TCP1 subunit 6A
1552575_a_at,0.015088,1.03E-04,4.2945676,1.2551,1.37,C6orf141,chromosome 6 open reading frame 141
209306_s_at,0.015088,1.03E-04,-4.2938797,1.25317,-8.62E-01,SWAP70,SWAP switching B-cell complex 70kDa subunit
225707_at,0.015088,1.03E-04,4.2936425,1.2525,9.51E-01,ARL6IP6,ADP ribosylation factor like GTPase 6 interacting protein 6
226285_at,0.015124,1.04E-04,4.2920095,1.2479,8.39E-01,CAPRIN1,cell cycle associated protein 1
210053_at,0.015129,1.04E-04,4.290711,1.24424,4.86E-01,TAF5,TATA-box binding protein associated factor 5
231178_at,0.015129,1.04E-04,-4.2896834,1.24135,-4.91E-01,SPATA4,spermatogenesis associated 4
219271_at,0.015129,1.05E-04,-4.2893595,1.24043,-5.90E-01,GALNT14,polypeptide N-acetylgalactosaminyltransferase 14
1559333_at,0.01513,1.05E-04,-4.2882238,1.23724,-1.67,LOC101927416,uncharacterized LOC101927416
217935_s_at,0.01513,1.05E-04,4.2876246,1.23555,3.30E-01,UQCC1,ubiquinol-cytochrome c reductase complex assembly factor 1
200998_s_at,0.015132,1.06E-04,4.2858817,1.23064,9.65E-01,CKAP4,cytoskeleton associated protein 4
231389_at,0.015132,1.06E-04,-4.2852361,1.22882,-1.03,PIH1D3,PIH1 domain containing 3
210505_at,0.015132,1.06E-04,-4.2848547,1.22775,-1.49,ADH7,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide"
232151_at,0.015132,1.06E-04,-4.2842251,1.22598,-1.03,MACC1,metastasis associated in colon cancer 1
233071_at,0.015168,1.07E-04,-4.2825341,1.22122,-1.71,RSPH4A,radial spoke head 4 homolog A
203767_s_at,0.015168,1.07E-04,-4.2817931,1.21913,-9.40E-01,STS,"steroid sulfatase (microsomal), isozyme S"
204023_at,0.015234,1.08E-04,4.2795783,1.2129,8.01E-01,RFC4,replication factor C subunit 4
239216_at,0.015411,1.09E-04,-4.2746552,1.19905,-1.56,TEKT1,tektin 1
241898_at,0.015411,1.10E-04,-4.2738912,1.1969,-1.5,LIPH,lipase H
220308_at,0.015411,1.10E-04,-4.2733714,1.19544,-1.44,CFAP45,cilia and flagella associated protein 45
1558626_at,0.015413,1.10E-04,-4.2718951,1.19128,-3.26E-01,,
219692_at,0.015413,1.11E-04,4.2713872,1.18985,8.16E-01,KREMEN2,kringle containing transmembrane protein 2
201622_at,0.015413,1.11E-04,4.2708704,1.1884,3.86E-01,SND1,staphylococcal nuclease and tudor domain containing 1
1559576_at,0.015443,1.11E-04,-4.2694196,1.18432,-2.75E-01,WDR78,WD repeat domain 78
226715_at,0.015462,1.12E-04,4.2671878,1.17805,6.49E-01,FOXK1,forkhead box K1
236537_at,0.015462,1.12E-04,4.2668295,1.17704,3.52E-01,,
238026_at,0.015462,1.12E-04,4.2665202,1.17617,6.06E-01,RPL35A,ribosomal protein L35a
219876_s_at,0.015462,1.13E-04,-4.2649752,1.17183,-3.92E-01,GOLGA2P5,golgin A2 pseudogene 5
204124_at,0.015462,1.13E-04,-4.2648429,1.17146,-7.90E-01,SLC34A2,solute carrier family 34 member 2
230093_at,0.015462,1.13E-04,-4.2641659,1.16955,-2.44,RSPH1,radial spoke head 1 homolog
214106_s_at,0.015507,1.14E-04,-4.2622163,1.16407,-7.43E-01,GMDS,"GDP-mannose 4,6-dehydratase"
216680_s_at,0.015507,1.14E-04,4.2609922,1.16063,2.80E-01,EPHB4,EPH receptor B4
212520_s_at,0.015507,1.14E-04,4.2608217,1.16015,6.35E-01,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
223786_at,0.015541,1.15E-04,-4.2593265,1.15595,-9.21E-01,CHST6,carbohydrate sulfotransferase 6
209720_s_at,0.015674,1.16E-04,-4.2551902,1.14433,-2.59,SERPINB3,serpin family B member 3
206147_x_at,0.015674,1.16E-04,4.2549973,1.14379,5.30E-01,SCML2,sex comb on midleg-like 2 (Drosophila)
1557636_a_at,0.015848,1.18E-04,-4.2506539,1.1316,-2.14,C7orf57,chromosome 7 open reading frame 57
242162_at,0.015879,1.19E-04,-4.2488493,1.12653,-1.72,DAW1,dynein assembly factor with WD repeats 1
244655_at,0.015879,1.19E-04,-4.2484389,1.12538,-3.85E-01,LOC100507311,uncharacterized LOC100507311
223691_at,0.015978,1.20E-04,-4.2456489,1.11755,-7.11E-01,RGS22,regulator of G-protein signaling 22
1553466_at,0.016015,1.20E-04,-4.2441149,1.11324,-2.81E-01,CFAP47,cilia and flagella associated protein 47
225407_at,0.016021,1.21E-04,-4.2432172,1.11072,-5.59E-01,MBP,myelin basic protein
210064_s_at,0.016028,1.21E-04,-4.2416717,1.10639,-2.01,UPK1B,uroplakin 1B
223623_at,0.016028,1.21E-04,-4.2415064,1.10592,-1.56,C2orf40,chromosome 2 open reading frame 40
203747_at,0.016084,1.22E-04,-4.2396046,1.10059,-8.25E-01,AQP3,aquaporin 3 (Gill blood group)
226013_at,0.01635,1.24E-04,-4.2333595,1.08308,-8.68E-01,TRAK1,trafficking kinesin protein 1
204036_at,0.01635,1.25E-04,-4.2327693,1.08142,-6.86E-01,LPAR1,lysophosphatidic acid receptor 1
213839_at,0.016373,1.25E-04,-4.2315541,1.07802,-1.32,CLMN,calmin
208903_at,0.016452,1.26E-04,4.2292148,1.07146,3.76E-01,RPS28,ribosomal protein S28
230312_at,0.016477,1.27E-04,4.227419,1.06643,1.38,,
208688_x_at,0.016477,1.27E-04,4.2269592,1.06514,4.34E-01,EIF3B,eukaryotic translation initiation factor 3 subunit B
223239_at,0.016477,1.27E-04,-4.2264291,1.06365,-6.75E-01,GSKIP,GSK3B interacting protein
219178_at,0.016672,1.29E-04,4.2218742,1.05089,5.74E-01,QTRT2,queuine tRNA-ribosyltransferase accessory subunit 2
237131_at,0.016754,1.30E-04,-4.2195198,1.0443,-8.67E-01,RIIAD1,regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1
1558856_at,0.016819,1.31E-04,4.2172436,1.03793,6.69E-01,DMRTA2,DMRT like family A2
46665_at,0.016819,1.31E-04,4.2167637,1.03658,5.10E-01,SEMA4C,semaphorin 4C
1553734_at,0.016961,1.33E-04,-4.2126284,1.02501,-1.36,AK7,adenylate kinase 7
229976_at,0.016961,1.33E-04,-4.2125365,1.02475,-1.49,MORN5,MORN repeat containing 5
242001_at,0.016967,1.33E-04,4.2116677,1.02232,8.62E-01,,
229303_at,0.016977,1.34E-04,4.2107268,1.01969,6.52E-01,SF3B1,splicing factor 3b subunit 1
232109_at,0.01702,1.34E-04,-4.2091544,1.01529,-6.27E-01,UBXN10,UBX domain protein 10
223924_at,0.017052,1.35E-04,-4.207373,1.0103,-1.88,TTC25,tetratricopeptide repeat domain 25
213130_at,0.017052,1.35E-04,4.2070461,1.00939,3.20E-01,ZNF473,zinc finger protein 473
218980_at,0.017053,1.35E-04,4.2062501,1.00716,1.49,FHOD3,formin homology 2 domain containing 3
206483_at,0.017053,1.36E-04,-4.2055386,1.00517,-8.45E-01,LRRC6,leucine rich repeat containing 6
231901_at,0.01709,1.36E-04,4.203865,1.00049,4.84E-01,C19orf52,chromosome 19 open reading frame 52
1555137_a_at,0.01709,1.37E-04,4.2033502,0.99905,6.49E-01,FGD6,"FYVE, RhoGEF and PH domain containing 6"
213333_at,0.01711,1.37E-04,4.2022475,0.99597,3.21E-01,MDH2,malate dehydrogenase 2
226846_at,0.017145,1.38E-04,-4.2008418,0.99204,-5.59E-01,PHYHD1,phytanoyl-CoA dioxygenase domain containing 1
230301_at,0.017168,1.38E-04,-4.1996795,0.98879,-3.90E-01,,
213469_at,0.017174,1.39E-04,4.1988358,0.98643,1.38,PGAP1,post-GPI attachment to proteins 1
236918_s_at,0.017307,1.40E-04,-4.1952723,0.97647,-1.93,LRRC34,leucine rich repeat containing 34
223962_at,0.017307,1.40E-04,-4.1948695,0.97534,-1.64,TTC29,tetratricopeptide repeat domain 29
207431_s_at,0.017316,1.41E-04,4.1939792,0.97286,6.90E-01,DEGS1,"delta 4-desaturase, sphingolipid 1"
224610_at,0.017321,1.41E-04,4.1931447,0.97052,6.63E-01,SNHG1///SNORD22///SNORD25///SNORD26///SNORD27///SNORD28///SNORD30///SNORD31///SNORD29,"small nucleolar RNA host gene 1///small nucleolar RNA, C/D box 22///small nucleolar RNA, C/D box 25///small nucleolar RNA, C/D box 26///small nucleolar RNA, C/D box 27///small nucleolar RNA, C/D box 28///small nucleolar RNA, C/D box 30///small nucleolar RNA, C/D box 31///small nucleolar RNA, C/D box 29"
231613_at,0.01758,1.43E-04,4.1876283,0.95512,6.39E-01,MARK1,microtubule affinity regulating kinase 1
1552594_at,0.017665,1.45E-04,-4.1847963,0.94721,-1.62,TMEM190,transmembrane protein 190
208159_x_at,0.017665,1.45E-04,4.1846137,0.9467,4.10E-01,DDX11,DEAD/H-box helicase 11
222890_at,0.017784,1.46E-04,-4.1817204,0.93862,-2.24,CCDC113,coiled-coil domain containing 113
209101_at,0.017811,1.47E-04,-4.1805019,0.93522,-1.37,CTGF,connective tissue growth factor
1552440_at,0.017837,1.47E-04,-4.179328,0.93194,-1.94E-01,GPR182,G protein-coupled receptor 182
236682_at,0.017855,1.48E-04,-4.1782701,0.92899,-8.48E-01,,
1561106_at,0.01787,1.48E-04,-4.1772947,0.92627,-2.49E-01,LINC00271,long intergenic non-protein coding RNA 271
225699_at,0.017905,1.49E-04,4.1744306,0.91828,4.98E-01,LOC101928927///SNORA9///SNHG15,"uncharacterized LOC101928927///small nucleolar RNA, H/ACA box 9///small nucleolar RNA host gene 15"
209668_x_at,0.017905,1.50E-04,-4.1739044,0.91681,-4.60E-01,CES2,carboxylesterase 2
228433_at,0.017905,1.50E-04,4.1736614,0.91613,6.38E-01,NFYA,nuclear transcription factor Y subunit alpha
209160_at,0.017905,1.50E-04,-4.1731263,0.91464,-2.09,AKR1C3,"aldo-keto reductase family 1, member C3"
225759_x_at,0.017905,1.50E-04,-4.1730977,0.91456,-6.80E-01,CLMN,calmin
243940_at,0.017913,1.50E-04,-4.1722455,0.91219,-7.21E-01,TSHZ2,teashirt zinc finger homeobox 2
